facility_code,timestamp,emissions,power
WATERLWF,2025-10-01 13:45:00+10:00,0.0,105.9
WATERLWF,2025-10-01 13:50:00+10:00,0.0,105.6
WATERLWF,2025-10-01 13:55:00+10:00,0.0,104.7
WATERLWF,2025-10-01 14:00:00+10:00,0.0,104.6
WATERLWF,2025-10-01 14:05:00+10:00,0.0,104.6
WATERLWF,2025-10-01 14:10:00+10:00,0.0,106.8
WATERLWF,2025-10-01 14:15:00+10:00,0.0,108.5
WATERLWF,2025-10-01 14:20:00+10:00,0.0,108.1
WATERLWF,2025-10-01 14:25:00+10:00,0.0,108.2
WATERLWF,2025-10-01 14:30:00+10:00,0.0,107.8
WATERLWF,2025-10-01 14:35:00+10:00,0.0,108.5
WATERLWF,2025-10-01 14:40:00+10:00,0.0,108.7
WATERLWF,2025-10-01 14:45:00+10:00,0.0,109.0
WATERLWF,2025-10-01 14:50:00+10:00,0.0,108.4
WATERLWF,2025-10-01 14:55:00+10:00,0.0,108.7
WATERLWF,2025-10-01 15:00:00+10:00,0.0,108.6
WATERLWF,2025-10-01 15:05:00+10:00,0.0,108.2
WATERLWF,2025-10-01 15:10:00+10:00,0.0,104.3
WATERLWF,2025-10-01 15:15:00+10:00,0.0,105.5
WATERLWF,2025-10-01 15:20:00+10:00,0.0,108.9
WATERLWF,2025-10-01 15:25:00+10:00,0.0,108.0
WATERLWF,2025-10-01 15:30:00+10:00,0.0,108.0
WATERLWF,2025-10-01 15:35:00+10:00,0.0,107.1
WATERLWF,2025-10-01 15:40:00+10:00,0.0,108.4
WATERLWF,2025-10-01 15:45:00+10:00,0.0,106.6
WATERLWF,2025-10-01 15:50:00+10:00,0.0,107.0
WATERLWF,2025-10-01 15:55:00+10:00,0.0,108.3
WATERLWF,2025-10-01 16:00:00+10:00,0.0,107.4
WATERLWF,2025-10-01 16:05:00+10:00,0.0,106.3
WATERLWF,2025-10-01 16:10:00+10:00,0.0,107.4
WATERLWF,2025-10-01 16:15:00+10:00,0.0,105.4
WATERLWF,2025-10-01 16:20:00+10:00,0.0,108.1
WATERLWF,2025-10-01 16:25:00+10:00,0.0,107.6
WATERLWF,2025-10-01 16:30:00+10:00,0.0,107.6
WATERLWF,2025-10-01 16:35:00+10:00,0.0,108.5
WATERLWF,2025-10-01 16:40:00+10:00,0.0,106.3
WATERLWF,2025-10-01 16:45:00+10:00,0.0,107.0
WATERLWF,2025-10-01 16:50:00+10:00,0.0,103.4
WATERLWF,2025-10-01 16:55:00+10:00,0.0,106.1
WATERLWF,2025-10-01 17:00:00+10:00,0.0,102.4
WATERLWF,2025-10-01 17:05:00+10:00,0.0,104.3
WATERLWF,2025-10-01 17:10:00+10:00,0.0,96.2
WATERLWF,2025-10-01 17:15:00+10:00,0.0,98.8
WATERLWF,2025-10-01 17:20:00+10:00,0.0,100.8
WATERLWF,2025-10-01 17:25:00+10:00,0.0,101.6
WATERLWF,2025-10-01 17:30:00+10:00,0.0,103.8
WATERLWF,2025-10-01 17:35:00+10:00,0.0,105.0
WATERLWF,2025-10-01 17:40:00+10:00,0.0,107.2
WATERLWF,2025-10-01 17:45:00+10:00,0.0,107.4
WATERLWF,2025-10-01 17:50:00+10:00,0.0,104.4
WATERLWF,2025-10-01 17:55:00+10:00,0.0,104.7
WATERLWF,2025-10-01 18:00:00+10:00,0.0,105.2
WATERLWF,2025-10-01 18:05:00+10:00,0.0,108.5
WATERLWF,2025-10-01 18:10:00+10:00,0.0,108.5
WATERLWF,2025-10-01 18:15:00+10:00,0.0,107.5
WATERLWF,2025-10-01 18:20:00+10:00,0.0,107.9
WATERLWF,2025-10-01 18:25:00+10:00,0.0,108.7
